507    25
1007    39
1507    80
2007    86
2507   218
3007   220
3507   275
4007   239
4507   229
5007   182
5507   256
6007   334
6507   400
7007   441
7507   529
8007   658
8507   711
9007   812
9507   920
10007  1007
10507  1018
11007  1172
11507  1361
12007  1398
12507  1545
13007  1626
13507  1958
14007  1891
14507  2286
15007  2426
15507  2522
16007  2443
16507  3644
17007  3933
17507  3734
18007  4238
18507  4503
19007  4499
19507  5247
20007  5244
20507  5753
21007  5538
21507  7162
22007  7095
22507 12416
23007 11050
23507 11302
24007  8235
24507 11761
25007 12273
25507 14890
26007 17513
26507 15982
27007 18251
27507 22437
28007 27207
28507 24568
29007 26216
29507 25584
30007 32345
30507 35733
31007 32150
31507 39109
32007 36728
32507 35531
33007 45120
33507 45440
34007 28439
34507 46978
35007 42883
35507 12659
36007 12717
36507 13649
37007 15907
37507 10384
38007 17070
38507 18244
39007 18517
39507 19501
40007 20573
40507 22140
41007 23294
41507 24748
42007 28133
42507 27490
43007 28622
43507 28015
44007 30565
44507 29932
45007 33943
45507 35511
46007 36291
46507 36813
47007 39782
47507 43864
48007 45709
48507 46511
49007 37128
49507 47788
50007 56784
